,molecule_smi,smiles_token,smiles_attention,smarts_tox,tox_location,atom_tox_att,non_tox_location,atom_non_tox_att,att_bond
74,Br.CN1CCC=C(C(=O)OCC#C)C1,"['Br', '.', 'C', 'N', '1', 'C', 'C', 'C', '=', 'C', '(', 'C', '(', '=', 'O', ')', 'O', 'C', 'C', '#', 'C', ')', 'C', '1']","[0.008226864971220493, 0.022194581106305122, 0.013314110226929188, 0.08024779707193375, 0.022287102416157722, 0.019342897459864616, 0.007459977641701698, 0.013951406814157963, 0.01883602887392044, 0.008274826221168041, 0.02187303453683853, 0.010550818406045437, 0.012969586998224258, 0.009917213581502438, 0.010751170106232166, 0.01346831675618887, 0.012641112320125103, 0.009846189990639687, 0.014372695237398148, 0.019628746435046196, 0.020471611991524696, 0.009946754202246666, 0.011871610768139362, 0.019937576726078987]","['[#6]=[#6][C&X3](=[O&X1])-,:[!#1&!$([O&H1])]', '[#6]=[#6][C&X3](=[O&X1])[O&X2][#6]']","(5, 6, 7, 8, 9, 10)","[0.013951406814157963, 0.008274826221168041, 0.010550818406045437, 0.010751170106232166, 0.012641112320125103, 0.009846189990639687]","(0, 1, 2, 3, 4, 11, 12, 13)","[0.008226864971220493, 0.013314110226929188, 0.08024779707193375, 0.019342897459864616, 0.007459977641701698, 0.014372695237398148, 0.020471611991524696, 0.011871610768139362]","[0.013314110226929188, 0.007459977641701698, 0.010751170106232166, 0.009846189990639687, 0.020471611991524696, 0.011871610768139362]"
75,Cl.OC(=O)C1=CCNCC1,"['Cl', '.', 'O', 'C', '(', '=', 'O', ')', 'C', '1', '=', 'C', 'C', 'N', 'C', 'C', '1']","[0.012007207609713078, 0.02744217775762081, 0.007022153586149216, 0.013965229503810406, 0.022482484579086304, 0.01106418576091528, 0.021107174456119537, 0.01426482293754816, 0.013601583428680897, 0.02619726024568081, 0.01216034684330225, 0.010957125574350357, 0.03485170006752014, 0.04598354175686836, 0.027126498520374298, 0.01848321221768856, 0.016438378021121025]",[C&X3]=[C&X3][C&X3](=[O&X1])[O&X2&H1],"(5, 4, 2, 3, 1)","[0.007022153586149216, 0.013965229503810406, 0.021107174456119537, 0.013601583428680897, 0.010957125574350357]","(0, 6, 7, 8, 9)","[0.012007207609713078, 0.03485170006752014, 0.04598354175686836, 0.027126498520374298, 0.01848321221768856]","[0.02744217775762081, 0.022482484579086304, 0.01106418576091528, 0.01426482293754816, 0.02619726024568081, 0.01216034684330225, 0.016438378021121025]"
76,Cl.NC1CC(C(O)=O)=CC=C1,"['Cl', '.', 'N', 'C', '1', 'C', 'C', '(', 'C', '(', 'O', ')', '=', 'O', ')', '=', 'C', 'C', '=', 'C', '1']","[0.01568836160004139, 0.02989654429256916, 0.01008469145745039, 0.0434674508869648, 0.013170027174055576, 0.00926914718002081, 0.009302488528192043, 0.015761403366923332, 0.010288096033036709, 0.01590489223599434, 0.032703910022974014, 0.01071362104266882, 0.038828201591968536, 0.01420371700078249, 0.012500765733420849, 0.01462597493082285, 0.012470061890780926, 0.03094629943370819, 0.012465134263038635, 0.014743808656930923, 0.016547318547964096]",[C&X3]=[C&X3][C&X3](=[O&X1])[O&X2&H1],"(8, 4, 5, 7, 6)","[0.009302488528192043, 0.010288096033036709, 0.032703910022974014, 0.01420371700078249, 0.012470061890780926]","(0, 1, 2, 3, 9, 10)","[0.01568836160004139, 0.01008469145745039, 0.0434674508869648, 0.00926914718002081, 0.03094629943370819, 0.014743808656930923]","[0.02989654429256916, 0.013170027174055576, 0.015761403366923332, 0.01590489223599434, 0.01071362104266882, 0.038828201591968536, 0.012500765733420849, 0.01462597493082285, 0.012465134263038635, 0.016547318547964096]"
77,NC(Cc1cc(-c2ccccc2CP(O)(O)=O)ccc1)C(O)=O,"['N', 'C', '(', 'C', 'c', '1', 'c', 'c', '(', '-', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', 'C', 'P', '(', 'O', ')', '(', 'O', ')', '=', 'O', ')', 'c', 'c', 'c', '1', ')', 'C', '(', 'O', ')', '=', 'O']","[0.01079209428280592, 0.012262590229511261, 0.009685375727713108, 0.00848892517387867, 0.013347036205232143, 0.00941366609185934, 0.006495732814073563, 0.007943482138216496, 0.015513726510107517, 0.01468608807772398, 0.02030484937131405, 0.07115693390369415, 0.020325632765889168, 0.013581160455942154, 0.007569780573248863, 0.009418613277375698, 0.016218023374676704, 0.03138057515025139, 0.013834942132234573, 0.015330200083553791, 0.009174295701086521, 0.007498355116695166, 0.009455481544137001, 0.008595326915383339, 0.014546498656272888, 0.008128478191792965, 0.023406920954585075, 0.011403712444007397, 0.014143720269203186, 0.005692047532647848, 0.006001438479870558, 0.008114918135106564, 0.006285456940531731, 0.010075761936604977, 0.006512623745948076, 0.015207004733383656, 0.02600821852684021, 0.007250502705574036, 0.0171719491481781, 0.011185932904481888]","c1c(-,:cccc1)-c1ccccc1","(4, 5, 17, 18, 19, 3, 6, 7, 8, 9, 10, 11)","[0.013347036205232143, 0.006495732814073563, 0.007943482138216496, 0.01468608807772398, 0.02030484937131405, 0.020325632765889168, 0.013581160455942154, 0.007569780573248863, 0.009418613277375698, 0.011403712444007397, 0.005692047532647848, 0.006001438479870558]","(0, 1, 2, 12, 13, 14, 15, 16, 20, 21, 22)","[0.01079209428280592, 0.012262590229511261, 0.00848892517387867, 0.016218023374676704, 0.013834942132234573, 0.015330200083553791, 0.007498355116695166, 0.014546498656272888, 0.008114918135106564, 0.006512623745948076, 0.02600821852684021]","[0.009685375727713108, 0.00941366609185934, 0.015513726510107517, 0.07115693390369415, 0.03138057515025139, 0.009174295701086521, 0.009455481544137001, 0.008595326915383339, 0.008128478191792965, 0.023406920954585075, 0.014143720269203186, 0.006285456940531731, 0.010075761936604977, 0.015207004733383656, 0.007250502705574036, 0.0171719491481781]"
78,[Cl-].C[N+](C)(C)CC#CCOC(=O)Nc1cccc(Cl)c1,"['[Cl-]', '.', 'C', '[N+]', '(', 'C', ')', '(', 'C', ')', 'C', 'C', '#', 'C', 'C', 'O', 'C', '(', '=', 'O', ')', 'N', 'c', '1', 'c', 'c', 'c', 'c', '(', 'Cl', ')', 'c', '1']","[0.005201175343245268, 0.022817499935626984, 0.010341211222112179, 0.020793460309505463, 0.010023621842265129, 0.012229406274855137, 0.014536810107529163, 0.009819261729717255, 0.007129065226763487, 0.013401680625975132, 0.007938415743410587, 0.01379974465817213, 0.011488252319395542, 0.015059943310916424, 0.013129648752510548, 0.02284109778702259, 0.009044322185218334, 0.014158125035464764, 0.014823652803897858, 0.01646834798157215, 0.020316919311881065, 0.022087926045060158, 0.04635530337691307, 0.013454288244247437, 0.011102939955890179, 0.013097177259624004, 0.013551578857004642, 0.01230263989418745, 0.01763765886425972, 0.014311852864921093, 0.016371432691812515, 0.01274693664163351, 0.009752728044986725]","['[O&X2,S&X2][C&X3](=[O&X1,S&X1])[N&X3]', '[N&X4&+](-,:[C&X4])(-,:[C&X4])(-,:[C&X4])-,:[C&X4]']","(1, 2, 3, 4, 5, 9, 10, 11, 12)","[0.010341211222112179, 0.020793460309505463, 0.012229406274855137, 0.007129065226763487, 0.007938415743410587, 0.02284109778702259, 0.009044322185218334, 0.01646834798157215, 0.022087926045060158]","(0, 6, 7, 8, 13, 14, 15, 16, 17, 18, 19)","[0.005201175343245268, 0.01379974465817213, 0.015059943310916424, 0.013129648752510548, 0.04635530337691307, 0.011102939955890179, 0.013097177259624004, 0.013551578857004642, 0.01230263989418745, 0.014311852864921093, 0.01274693664163351]","[0.010341211222112179, 0.007129065226763487, 0.01379974465817213, 0.015059943310916424, 0.02284109778702259, 0.022087926045060158, 0.01230263989418745, 0.014311852864921093]"
79,Cl.CN1CCc2c(cc(O)c(Cl)c2)[C@@H](c2ccccc2)C1,"['Cl', '.', 'C', 'N', '1', 'C', 'C', 'c', '2', 'c', '(', 'c', 'c', '(', 'O', ')', 'c', '(', 'Cl', ')', 'c', '2', ')', '[C@@H]', '(', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', 'C', '1']","[0.009049538522958755, 0.011319886893033981, 0.006824565585702658, 0.061329375952482224, 0.020637260749936104, 0.010621774941682816, 0.012304428964853287, 0.022107647731900215, 0.039165038615465164, 0.014243043959140778, 0.009106106124818325, 0.007002673577517271, 0.0054062907584011555, 0.022339871153235435, 0.016914160922169685, 0.013269170187413692, 0.024753794074058533, 0.018850138410925865, 0.011787768453359604, 0.010350294411182404, 0.011633015237748623, 0.02431408129632473, 0.013293306343257427, 0.005135223735123873, 0.014281247742474079, 0.01199420541524887, 0.03176942467689514, 0.019601181149482727, 0.012111441232264042, 0.007315175607800484, 0.008019116707146168, 0.013523793779313564, 0.02044774405658245, 0.013500836677849293, 0.007012347225099802, 0.01115148514509201]","c1cc(-,:ccc1)-[#6](-c1ccccc1)-[#6]","(8, 7, 6, 5, 12, 10, 13, 14, 15, 16, 17, 18, 19, 20)","[0.022107647731900215, 0.014243043959140778, 0.007002673577517271, 0.0054062907584011555, 0.024753794074058533, 0.011633015237748623, 0.005135223735123873, 0.01199420541524887, 0.019601181149482727, 0.012111441232264042, 0.007315175607800484, 0.008019116707146168, 0.013523793779313564, 0.007012347225099802]","(0, 1, 2, 3, 4, 9, 11)","[0.009049538522958755, 0.006824565585702658, 0.061329375952482224, 0.010621774941682816, 0.012304428964853287, 0.016914160922169685, 0.011787768453359604]","[0.011319886893033981, 0.020637260749936104, 0.039165038615465164, 0.009106106124818325, 0.022339871153235435, 0.013269170187413692, 0.018850138410925865, 0.010350294411182404, 0.02431408129632473, 0.013293306343257427, 0.014281247742474079, 0.03176942467689514, 0.02044774405658245, 0.013500836677849293, 0.01115148514509201]"
80,Br.CN1CCc2c(Cl)c(O)c(O)cc2C(c2cccc(C)c2)C1,"['Br', '.', 'C', 'N', '1', 'C', 'C', 'c', '2', 'c', '(', 'Cl', ')', 'c', '(', 'O', ')', 'c', '(', 'O', ')', 'c', 'c', '2', 'C', '(', 'c', '2', 'c', 'c', 'c', 'c', '(', 'C', ')', 'c', '2', ')', 'C', '1']","[0.005418932531028986, 0.015515655279159546, 0.009568019770085812, 0.0516858845949173, 0.01826353371143341, 0.01609249971807003, 0.012265638448297977, 0.021281195804476738, 0.034918732941150665, 0.022306611761450768, 0.007655792403966188, 0.009401850402355194, 0.009129906073212624, 0.008645652793347836, 0.011905835010111332, 0.014165720902383327, 0.011383119970560074, 0.0273821409791708, 0.01487316656857729, 0.015360850840806961, 0.010930421762168407, 0.010881446301937103, 0.009081145748496056, 0.02717888541519642, 0.009984009899199009, 0.019309522584080696, 0.01587093435227871, 0.03252797946333885, 0.013004927895963192, 0.007198916282504797, 0.006487220525741577, 0.005986521020531654, 0.009388239122927189, 0.009540063329041004, 0.012261283583939075, 0.008045327849686146, 0.020083917304873466, 0.011714070104062557, 0.006489585619419813, 0.0096583915874362]","c1cc(-,:ccc1)-[#6](-c1ccccc1)-[#6]","(6, 5, 13, 12, 10, 8, 14, 15, 16, 17, 18, 19, 21, 22)","[0.021281195804476738, 0.022306611761450768, 0.008645652793347836, 0.0273821409791708, 0.010881446301937103, 0.009081145748496056, 0.009984009899199009, 0.01587093435227871, 0.013004927895963192, 0.007198916282504797, 0.006487220525741577, 0.005986521020531654, 0.008045327849686146, 0.006489585619419813]","(0, 1, 2, 3, 4, 7, 9, 11, 20)","[0.005418932531028986, 0.009568019770085812, 0.0516858845949173, 0.01609249971807003, 0.012265638448297977, 0.009401850402355194, 0.014165720902383327, 0.015360850840806961, 0.009540063329041004]","[0.015515655279159546, 0.01826353371143341, 0.034918732941150665, 0.007655792403966188, 0.009129906073212624, 0.011905835010111332, 0.011383119970560074, 0.01487316656857729, 0.010930421762168407, 0.02717888541519642, 0.019309522584080696, 0.03252797946333885, 0.009388239122927189, 0.012261283583939075, 0.020083917304873466, 0.011714070104062557, 0.0096583915874362]"
81,Br.Oc1cc2c(cc1O)C(c1ccccc1)CN(CC=C)CC2,"['Br', '.', 'O', 'c', '1', 'c', 'c', '2', 'c', '(', 'c', 'c', '1', 'O', ')', 'C', '(', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', ')', 'C', 'N', '(', 'C', 'C', '=', 'C', ')', 'C', 'C', '2']","[0.005981768015772104, 0.021215064451098442, 0.009854103438556194, 0.022276783362030983, 0.010497231036424637, 0.01189171802252531, 0.008856639266014099, 0.04931994900107384, 0.018782304599881172, 0.011147706769406796, 0.007412869483232498, 0.0072772507555782795, 0.022051343694329262, 0.011366710066795349, 0.009729858487844467, 0.016763076186180115, 0.01819036900997162, 0.009014861658215523, 0.006974173244088888, 0.009746058844029903, 0.007889287546277046, 0.008513984270393848, 0.007796708028763533, 0.00877420138567686, 0.007601022254675627, 0.008035095408558846, 0.009581895545125008, 0.021576298400759697, 0.0368131548166275, 0.017672542482614517, 0.015490061603486538, 0.015227322466671467, 0.014542259275913239, 0.008890603668987751, 0.006039800588041544, 0.022542931139469147, 0.05852027237415314]","c1cc(-,:ccc1)-[#6](-c1ccccc1)-[#6]","(3, 4, 5, 6, 7, 2, 9, 10, 11, 12, 13, 14, 15, 16)","[0.022276783362030983, 0.01189171802252531, 0.008856639266014099, 0.018782304599881172, 0.007412869483232498, 0.0072772507555782795, 0.016763076186180115, 0.009014861658215523, 0.009746058844029903, 0.007889287546277046, 0.008513984270393848, 0.007796708028763533, 0.00877420138567686, 0.009581895545125008]","(0, 1, 8, 17, 18, 19, 20, 21, 22)","[0.005981768015772104, 0.009854103438556194, 0.011366710066795349, 0.021576298400759697, 0.017672542482614517, 0.015490061603486538, 0.014542259275913239, 0.006039800588041544, 0.022542931139469147]","[0.021215064451098442, 0.010497231036424637, 0.04931994900107384, 0.011147706769406796, 0.022051343694329262, 0.009729858487844467, 0.01819036900997162, 0.006974173244088888, 0.007601022254675627, 0.008035095408558846, 0.0368131548166275, 0.015227322466671467, 0.008890603668987751, 0.05852027237415314]"
82,[Cl-].[Cl-].C[N+](C)(C)CCCCCC[N+](C)(C)C,"['[Cl-]', '.', '[Cl-]', '.', 'C', '[N+]', '(', 'C', ')', '(', 'C', ')', 'C', 'C', 'C', 'C', 'C', 'C', '[N+]', '(', 'C', ')', '(', 'C', ')', 'C']","[0.005735518876463175, 0.031224427744746208, 0.006876044441014528, 0.03312058374285698, 0.011967190541327, 0.02499278448522091, 0.012297909706830978, 0.013534680008888245, 0.01855485700070858, 0.011978243477642536, 0.00894627533853054, 0.012449781410396099, 0.0076796687208116055, 0.01486150175333023, 0.017317600548267365, 0.012893736362457275, 0.01715531200170517, 0.031671881675720215, 0.02016923762857914, 0.014832164160907269, 0.013606556691229343, 0.017496967688202858, 0.014006533659994602, 0.009870409034192562, 0.013766995631158352, 0.007591433823108673]","[N&X4&+](-,:[C&X4])(-,:[C&X4])(-,:[C&X4])-,:[C&X4]","(2, 3, 4, 5, 6, 11, 12, 13, 14, 15)","[0.011967190541327, 0.02499278448522091, 0.013534680008888245, 0.00894627533853054, 0.0076796687208116055, 0.031671881675720215, 0.02016923762857914, 0.013606556691229343, 0.009870409034192562, 0.007591433823108673]","(0, 1, 7, 8, 9, 10)","[0.005735518876463175, 0.006876044441014528, 0.01486150175333023, 0.017317600548267365, 0.012893736362457275, 0.01715531200170517]","[0.031224427744746208, 0.03312058374285698, 0.012297909706830978, 0.01855485700070858, 0.011978243477642536, 0.012449781410396099, 0.014832164160907269, 0.017496967688202858, 0.014006533659994602, 0.013766995631158352]"
83,[Cl-].CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,"['[Cl-]', '.', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', '[N+]', '(', 'C', ')', '(', 'C', ')', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']","[0.006158848758786917, 0.02521100454032421, 0.007104512304067612, 0.014937516301870346, 0.009031069464981556, 0.01024857722222805, 0.01163777057081461, 0.01135080587118864, 0.01135080587118864, 0.01135080587118864, 0.01135080587118864, 0.01177594717592001, 0.016850516200065613, 0.01337586622685194, 0.01437343005090952, 0.027857966721057892, 0.019393539056181908, 0.013589982874691486, 0.01224969420582056, 0.019777020439505577, 0.01341238897293806, 0.011639047414064407, 0.011241513304412365, 0.012287874706089497, 0.02668190561234951, 0.014575798995792866, 0.013241332024335861, 0.013199160806834698, 0.011749494820833206, 0.01203675102442503, 0.014240319840610027, 0.012966022826731205]","[N&X4&+](-,:[C&X4])(-,:[C&X4])(-,:[C&X4])-,:[C&X4]","(15, 14, 16, 17, 18)","[0.027857966721057892, 0.019393539056181908, 0.01224969420582056, 0.011639047414064407, 0.012287874706089497]","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21, 22, 23, 24)","[0.006158848758786917, 0.007104512304067612, 0.014937516301870346, 0.009031069464981556, 0.01024857722222805, 0.01163777057081461, 0.01135080587118864, 0.01135080587118864, 0.01135080587118864, 0.01135080587118864, 0.01177594717592001, 0.016850516200065613, 0.01337586622685194, 0.01437343005090952, 0.02668190561234951, 0.013241332024335861, 0.013199160806834698, 0.011749494820833206, 0.01203675102442503, 0.014240319840610027]","[0.02521100454032421, 0.013589982874691486, 0.019777020439505577, 0.01341238897293806, 0.011241513304412365, 0.014575798995792866, 0.012966022826731205]"
84,[Cl-].CC[N+](CC)(CC)Cc1ccccc1,"['[Cl-]', '.', 'C', 'C', '[N+]', '(', 'C', 'C', ')', '(', 'C', 'C', ')', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']","[0.007749985437840223, 0.030893100425601006, 0.008455372415482998, 0.021750492975115776, 0.019313311204314232, 0.018200667575001717, 0.019596224650740623, 0.015497741289436817, 0.016637111082673073, 0.013315055519342422, 0.022822126746177673, 0.018975548446178436, 0.018362386152148247, 0.01650664582848549, 0.028777793049812317, 0.015486479736864567, 0.014651167206466198, 0.013933577574789524, 0.012353706173598766, 0.012768286280333996, 0.014535047113895416, 0.01331185083836317]","[N&X4&+](-,:[C&X4])(-,:[C&X4])(-,:[C&X4])-,:[C&X4]","(3, 2, 4, 6, 8)","[0.021750492975115776, 0.019313311204314232, 0.019596224650740623, 0.022822126746177673, 0.01650664582848549]","(0, 1, 5, 7, 9, 10, 11, 12, 13, 14)","[0.007749985437840223, 0.008455372415482998, 0.015497741289436817, 0.018975548446178436, 0.028777793049812317, 0.014651167206466198, 0.013933577574789524, 0.012353706173598766, 0.012768286280333996, 0.014535047113895416]","[0.030893100425601006, 0.018200667575001717, 0.016637111082673073, 0.013315055519342422, 0.018362386152148247, 0.015486479736864567, 0.01331185083836317]"
85,[Na+].[Na+].[Na+].[Na+].[O-]S(=O)(=O)c1cc(S([O-])(=O)=O)c2ccc3c(S([O-])(=O)=O)cc(S([O-])(=O)=O)c4c3c2c1cc4,"['[Na+]', '.', '[Na+]', '.', '[Na+]', '.', '[Na+]', '.', '[O-]', 'S', '(', '=', 'O', ')', '(', '=', 'O', ')', 'c', '1', 'c', 'c', '(', 'S', '(', '[O-]', ')', '(', '=', 'O', ')', '=', 'O', ')', 'c', '2', 'c', 'c', 'c', '3', 'c', '(', 'S', '(', '[O-]', ')', '(', '=', 'O', ')', '=', 'O', ')', 'c', 'c', '(', 'S', '(', '[O-]', ')', '(', '=', 'O', ')', '=', 'O', ')', 'c', '4', 'c', '3', 'c', '2', 'c', '1', 'c', 'c', '4']","[0.004135494120419025, 0.015466909855604172, 0.0036877163220196962, 0.03263239189982414, 0.0037865072954446077, 0.032664354890584946, 0.004086437169462442, 0.009666302241384983, 0.0043146973475813866, 0.005139763001352549, 0.005305875558406115, 0.01018285658210516, 0.006954167038202286, 0.009421301074326038, 0.005974651779979467, 0.009334416128695011, 0.007087893784046173, 0.009023799560964108, 0.005494407843798399, 0.004281857516616583, 0.0041428362019360065, 0.004733751993626356, 0.006133414339274168, 0.007194051053375006, 0.008549037389457226, 0.00882293563336134, 0.005512611474841833, 0.005435876548290253, 0.007474870886653662, 0.007028074469417334, 0.006112867500633001, 0.01099091675132513, 0.007418257649987936, 0.00933307409286499, 0.006682064384222031, 0.03548124060034752, 0.012270129285752773, 0.012079586274921894, 0.00842488557100296, 0.012461259961128235, 0.006953239906579256, 0.0065655880607664585, 0.009250192902982235, 0.008631479926407337, 0.00694276811555028, 0.005512611474841833, 0.005435876548290253, 0.007474870886653662, 0.007028074469417334, 0.005747027695178986, 0.009838700294494629, 0.007553217466920614, 0.008074374869465828, 0.0037885664496570826, 0.004441780503839254, 0.005846238229423761, 0.006219528615474701, 0.007769465446472168, 0.00882293563336134, 0.005512611474841833, 0.005435876548290253, 0.007474870886653662, 0.007028074469417334, 0.006747595500200987, 0.008896424435079098, 0.007326806429773569, 0.00871270801872015, 0.006237807217985392, 0.01987411640584469, 0.010065915994346142, 0.009050607681274414, 0.01566474698483944, 0.03997037932276726, 0.015218705870211124, 0.0065887439996004105, 0.006455674767494202, 0.005007355008274317, 0.007565532345324755]","c12ccc3c(-,:c1cccc2)cccc3","(32, 33, 34, 35, 8, 9, 10, 15, 16, 17, 18, 19, 24, 25, 30, 31)","[0.005494407843798399, 0.0041428362019360065, 0.004733751993626356, 0.006682064384222031, 0.012270129285752773, 0.012079586274921894, 0.00842488557100296, 0.006953239906579256, 0.0037885664496570826, 0.004441780503839254, 0.006237807217985392, 0.010065915994346142, 0.01566474698483944, 0.015218705870211124, 0.006455674767494202, 0.005007355008274317]","(0, 1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14, 20, 21, 22, 23, 26, 27, 28, 29)","[0.004135494120419025, 0.0036877163220196962, 0.0037865072954446077, 0.004086437169462442, 0.0043146973475813866, 0.005139763001352549, 0.006954167038202286, 0.007087893784046173, 0.007194051053375006, 0.00882293563336134, 0.007028074469417334, 0.007418257649987936, 0.009250192902982235, 0.00694276811555028, 0.007028074469417334, 0.007553217466920614, 0.006219528615474701, 0.00882293563336134, 0.007028074469417334, 0.007326806429773569]","[0.015466909855604172, 0.03263239189982414, 0.032664354890584946, 0.009666302241384983, 0.005305875558406115, 0.01018285658210516, 0.009421301074326038, 0.005974651779979467, 0.009334416128695011, 0.009023799560964108, 0.004281857516616583, 0.006133414339274168, 0.008549037389457226, 0.005512611474841833, 0.005435876548290253, 0.007474870886653662, 0.006112867500633001, 0.01099091675132513, 0.00933307409286499, 0.03548124060034752, 0.012461259961128235, 0.0065655880607664585, 0.008631479926407337, 0.005512611474841833, 0.005435876548290253, 0.007474870886653662, 0.005747027695178986, 0.009838700294494629, 0.008074374869465828, 0.005846238229423761, 0.007769465446472168, 0.005512611474841833, 0.005435876548290253, 0.007474870886653662, 0.006747595500200987, 0.008896424435079098, 0.00871270801872015, 0.01987411640584469, 0.009050607681274414, 0.03997037932276726, 0.0065887439996004105, 0.007565532345324755]"
